Date,Open,High,Low,Close,Adj Close,Volume
1989-07-24,152.750000,152.750000,152.750000,152.750000,39.172554,2075576
1989-07-25,151.750000,151.750000,151.750000,151.750000,38.916130,3345420
1989-07-26,150.250000,150.250000,150.250000,150.250000,38.531433,2093768
1989-07-27,150.500000,150.500000,150.500000,150.500000,38.595531,2258076
1989-07-28,151.000000,151.000000,151.000000,151.000000,38.723785,2374188
1989-07-31,149.500000,149.500000,149.500000,149.500000,38.339100,2543368
1989-08-01,148.250000,148.250000,148.250000,148.250000,38.018520,2268856
1989-08-02,148.250000,148.250000,148.250000,148.250000,38.018520,2077752
1989-08-03,147.000000,147.000000,147.000000,147.000000,37.697975,2755116
1989-08-04,149.500000,149.500000,149.500000,149.500000,38.339100,3030216
1989-08-07,150.500000,150.500000,150.500000,150.500000,38.595531,2574804
1989-08-08,149.250000,149.250000,149.250000,149.250000,38.274994,3106756
1989-08-09,148.750000,148.750000,148.750000,148.750000,38.146782,2432768
1989-08-10,148.000000,148.000000,148.000000,148.000000,37.954426,4037952
1989-08-11,150.250000,150.250000,150.250000,150.250000,38.531433,3657016
1989-08-14,147.250000,147.250000,147.250000,147.250000,37.762096,2874512
1989-08-15,147.250000,147.250000,147.250000,147.250000,37.762096,1902444
1989-08-16,147.750000,147.750000,147.750000,147.750000,37.890316,2210732
1989-08-17,147.250000,147.250000,147.250000,147.250000,37.762096,2254924
1989-08-18,147.250000,147.250000,147.250000,147.250000,37.762096,2599356
1989-08-21,146.750000,146.750000,146.750000,146.750000,37.633873,2394328
1989-08-22,145.750000,145.750000,145.750000,145.750000,37.377422,2361912
1989-08-23,147.250000,147.250000,147.250000,147.250000,37.762096,1780328
1989-08-24,150.250000,150.250000,150.250000,150.250000,38.531433,4395236
1989-08-25,152.750000,152.750000,152.750000,152.750000,39.172554,3523468
1989-08-28,152.750000,152.750000,152.750000,152.750000,39.172554,0
1989-08-29,151.250000,151.250000,151.250000,151.250000,38.787884,2554912
1989-08-30,151.250000,151.250000,151.250000,151.250000,38.787884,2141732
1989-08-31,151.750000,151.750000,151.750000,151.750000,38.916130,2041708
1989-09-01,152.750000,152.750000,152.750000,152.750000,39.172554,3751356
1989-09-04,152.750000,152.750000,152.750000,152.750000,39.172554,3139012
1989-09-05,155.000000,155.000000,155.000000,155.000000,39.749561,3030168
1989-09-06,153.250000,153.250000,153.250000,153.250000,39.300785,3087828
1989-09-07,154.750000,154.750000,154.750000,154.750000,39.685455,3670632
1989-09-08,159.500000,159.500000,159.500000,159.500000,40.903580,8016892
1989-09-11,158.500000,158.500000,158.500000,158.500000,40.647141,3526212
1989-09-12,159.000000,159.000000,159.000000,159.000000,40.775360,3019848
1989-09-13,162.500000,162.500000,162.500000,162.500000,41.672935,4562132
1989-09-14,160.000000,160.000000,160.000000,160.000000,41.031818,4794672
1989-09-15,157.500000,157.500000,157.500000,157.500000,40.390694,3880624
1989-09-18,159.250000,159.250000,159.250000,159.250000,40.839470,2342020
1989-09-19,158.250000,158.250000,158.250000,158.250000,40.583031,2913008
1989-09-20,157.500000,157.500000,157.500000,157.500000,40.390694,2345416
1989-09-21,158.000000,158.000000,158.000000,158.000000,40.518894,1799820
1989-09-22,156.500000,156.500000,156.500000,156.500000,40.134224,2249836
1989-09-25,154.250000,154.250000,154.250000,154.250000,39.557243,2241108
1989-09-26,153.000000,153.000000,153.000000,153.000000,39.236668,4015232
1989-09-27,152.500000,152.500000,152.500000,152.500000,39.108444,2689552
1989-09-28,149.000000,149.000000,149.000000,149.000000,38.210884,3411060
1989-09-29,149.250000,149.250000,149.250000,149.250000,38.274994,4151924
1989-10-02,151.000000,151.000000,151.000000,151.000000,38.723785,3563948
1989-10-03,153.500000,153.500000,153.500000,153.500000,39.364887,2491920
1989-10-04,153.000000,153.000000,153.000000,153.000000,39.236668,3117132
1989-10-05,151.000000,151.000000,151.000000,151.000000,38.723785,2802724
1989-10-06,150.750000,150.750000,150.750000,150.750000,38.659660,3134980
1989-10-09,151.000000,151.000000,151.000000,151.000000,38.723785,2573104
1989-10-10,151.000000,151.000000,151.000000,151.000000,38.723785,5065208
1989-10-11,153.250000,153.250000,153.250000,153.250000,39.300785,3608848
1989-10-12,153.750000,153.750000,153.750000,153.750000,39.429016,3010952
1989-10-13,154.000000,154.000000,154.000000,154.000000,39.493118,4570824
1989-10-16,149.500000,149.500000,149.500000,149.500000,38.339100,12312936
1989-10-17,146.000000,146.000000,146.000000,146.000000,37.441532,4853268
1989-10-18,148.750000,148.750000,148.750000,148.750000,38.146782,3488704
1989-10-19,149.500000,149.500000,149.500000,149.500000,38.339100,2179616
1989-10-20,149.500000,149.500000,149.500000,149.500000,38.339100,2568088
1989-10-23,149.750000,149.750000,149.750000,149.750000,38.403221,1995416
1989-10-24,147.000000,147.000000,147.000000,147.000000,37.697975,1995408
1989-10-25,147.500000,147.500000,147.500000,147.500000,37.826206,2754036
1989-10-26,144.500000,144.500000,144.500000,144.500000,37.056881,2322612
1989-10-27,143.000000,143.000000,143.000000,143.000000,36.672195,4050572
1989-10-30,146.000000,146.000000,146.000000,146.000000,37.441532,2336752
1989-10-31,148.000000,148.000000,148.000000,148.000000,37.954426,1707288
1989-11-01,148.500000,148.500000,148.500000,148.500000,38.082661,2725064
1989-11-02,148.500000,148.500000,148.500000,148.500000,38.082661,1971508
1989-11-03,149.000000,149.000000,149.000000,149.000000,38.210884,1680088
1989-11-06,149.000000,149.000000,149.000000,149.000000,38.210884,2464520
1989-11-07,149.250000,149.250000,149.250000,149.250000,38.274994,2345056
1989-11-08,150.250000,150.250000,150.250000,150.250000,38.531433,2507792
1989-11-09,148.500000,148.500000,148.500000,148.500000,38.082661,2854272
1989-11-10,150.500000,150.500000,150.500000,150.500000,38.595531,4152640
1989-11-13,147.000000,147.000000,147.000000,147.000000,37.697975,2589172
1989-11-14,147.750000,147.750000,147.750000,147.750000,37.890316,2378732
1989-11-15,147.250000,147.250000,147.250000,147.250000,37.762096,1191228
1989-11-16,147.750000,147.750000,147.750000,147.750000,37.890316,2672908
1989-11-17,149.500000,149.500000,149.500000,149.500000,38.339100,2447940
1989-11-20,149.000000,149.000000,149.000000,149.000000,38.210884,2838784
1989-11-21,150.250000,150.250000,150.250000,150.250000,38.531433,1911688
1989-11-22,151.500000,151.500000,151.500000,151.500000,38.852005,2794744
1989-11-23,154.750000,154.750000,154.750000,154.750000,39.685455,4152380
1989-11-24,154.500000,154.500000,154.500000,154.500000,39.621342,3813116
1989-11-27,155.500000,155.500000,155.500000,155.500000,39.877800,2766436
1989-11-28,155.250000,155.250000,155.250000,155.250000,39.813663,3133904
1989-11-29,154.750000,154.750000,154.750000,154.750000,39.685455,3137128
1989-11-30,154.750000,154.750000,154.750000,154.750000,39.685455,3149264
1989-12-01,156.250000,156.250000,156.250000,156.250000,40.070148,3260376
1989-12-04,156.000000,156.000000,156.000000,156.000000,40.006027,3149940
1989-12-05,158.000000,158.000000,158.000000,158.000000,40.518894,3987928
1989-12-06,159.250000,159.250000,159.250000,159.250000,40.839470,3792056
1989-12-07,161.500000,161.500000,161.500000,161.500000,41.416477,4904960
1989-12-08,166.250000,166.250000,166.250000,166.250000,42.634605,8648108
1989-12-11,164.500000,164.500000,164.500000,164.500000,42.185829,3321732
1989-12-12,166.500000,166.500000,166.500000,166.500000,42.698738,4155248
1989-12-13,170.500000,170.500000,170.500000,170.500000,43.724506,5125652
1989-12-14,165.500000,165.500000,165.500000,165.500000,42.442310,4568732
1989-12-15,164.750000,164.750000,164.750000,164.750000,42.249939,3303500
1989-12-18,163.750000,163.750000,163.750000,163.750000,41.993504,2597700
1989-12-19,163.500000,163.500000,163.500000,163.500000,41.929405,1863236
1989-12-20,166.000000,166.000000,166.000000,166.000000,42.570515,2415868
1989-12-21,164.000000,164.000000,164.000000,164.000000,42.057629,2171912
1989-12-22,163.500000,163.500000,163.500000,163.500000,41.929405,1996988
1989-12-25,163.500000,163.500000,163.500000,163.500000,41.929405,0
1989-12-26,163.500000,163.500000,163.500000,163.500000,41.929405,0
1989-12-27,167.000000,167.000000,167.000000,167.000000,42.826962,1267716
1989-12-28,167.500000,167.500000,167.500000,167.500000,42.955177,2290456
1989-12-29,169.000000,169.000000,169.000000,169.000000,43.339867,1727008
1990-01-01,169.000000,169.000000,169.000000,169.000000,43.339867,0
1990-01-02,169.500000,169.500000,169.500000,169.500000,43.468094,2423580
1990-01-03,169.500000,169.500000,169.500000,169.500000,43.468094,4348332
1990-01-04,169.500000,169.500000,169.500000,169.500000,43.468094,5819644
1990-01-05,169.500000,169.500000,169.500000,169.500000,43.468094,3524564
1990-01-08,168.500000,168.500000,168.500000,168.500000,43.211613,3460312
1990-01-09,168.000000,168.000000,168.000000,168.000000,43.083408,2826052
1990-01-10,165.500000,165.500000,165.500000,165.500000,42.442310,2949828
1990-01-11,168.000000,168.000000,168.000000,168.000000,43.083408,4841264
1990-01-12,165.500000,165.500000,165.500000,165.500000,42.442310,3551324
1990-01-15,164.500000,164.500000,164.500000,164.500000,42.185829,2565884
1990-01-16,164.500000,164.500000,164.500000,164.500000,42.185829,2813344
1990-01-17,166.000000,166.000000,166.000000,166.000000,42.570515,2210664
1990-01-18,163.500000,163.500000,163.500000,163.500000,41.929405,2707080
1990-01-19,164.000000,164.000000,164.000000,164.000000,42.057629,2049028
1990-01-22,160.500000,160.500000,160.500000,160.500000,41.160034,2493988
1990-01-23,159.000000,159.000000,159.000000,159.000000,40.775360,2433796
1990-01-24,157.500000,157.500000,157.500000,157.500000,40.390694,2987492
1990-01-25,161.000000,161.000000,161.000000,161.000000,41.288261,2524480
1990-01-26,166.000000,166.000000,166.000000,166.000000,42.570515,4743916
1990-01-29,167.000000,167.000000,167.000000,167.000000,42.826962,3934236
1990-01-30,167.000000,167.000000,167.000000,167.000000,42.826962,2942924
1990-01-31,170.500000,170.500000,170.500000,170.500000,43.724506,3630164
1990-02-01,172.500000,172.500000,172.500000,172.500000,44.237427,4619576
1990-02-02,174.000000,174.000000,174.000000,174.000000,44.622108,4518292
1990-02-05,173.500000,173.500000,173.500000,173.500000,44.493877,3099520
1990-02-06,172.000000,172.000000,172.000000,172.000000,44.109203,2614696
1990-02-07,170.500000,170.500000,170.500000,170.500000,43.724506,2640328
1990-02-08,171.500000,171.500000,171.500000,171.500000,43.980957,3799040
1990-02-09,170.750000,170.750000,170.750000,170.750000,43.788639,2623824
1990-02-12,168.750000,168.750000,168.750000,168.750000,43.275753,2794464
1990-02-13,169.500000,169.500000,169.500000,169.500000,43.468094,2878028
1990-02-14,171.500000,171.500000,171.500000,171.500000,43.980957,2362080
1990-02-15,173.250000,173.250000,173.250000,173.250000,44.429764,2549184
1990-02-16,174.250000,174.250000,174.250000,174.250000,44.686234,5502468
1990-02-19,173.250000,173.250000,173.250000,173.250000,44.429764,2940808
1990-02-20,172.000000,172.000000,172.000000,172.000000,44.109203,2924548
1990-02-21,169.500000,169.500000,169.500000,169.500000,43.468094,4183480
1990-02-22,170.500000,170.500000,170.500000,170.500000,43.724506,2576020
1990-02-23,168.000000,168.000000,168.000000,168.000000,43.083408,2654640
1990-02-26,166.750000,166.750000,166.750000,166.750000,42.762844,3808008
1990-02-27,168.250000,168.250000,168.250000,168.250000,43.147530,2454412
1990-02-28,168.500000,168.500000,168.500000,168.500000,43.211613,3201916
1990-03-01,168.000000,168.000000,168.000000,168.000000,43.083408,1853024
1990-03-02,170.000000,170.000000,170.000000,170.000000,43.596287,2437384
1990-03-05,169.000000,169.000000,169.000000,169.000000,43.339867,3087152
1990-03-06,167.500000,167.500000,167.500000,167.500000,42.955177,2497684
1990-03-07,169.500000,169.500000,169.500000,169.500000,43.468094,3146708
1990-03-08,170.500000,170.500000,170.500000,170.500000,43.724506,3408840
1990-03-09,168.000000,168.000000,168.000000,168.000000,43.083408,3459652
1990-03-12,166.500000,166.500000,166.500000,166.500000,42.698738,2962936
1990-03-13,165.500000,165.500000,165.500000,165.500000,42.442310,2861628
1990-03-14,166.500000,166.500000,166.500000,166.500000,42.698738,3233140
1990-03-15,167.500000,167.500000,167.500000,167.500000,42.955177,3477020
1990-03-16,170.000000,170.000000,170.000000,170.000000,43.596287,2817404
1990-03-19,167.250000,167.250000,167.250000,167.250000,42.891068,3525080
1990-03-20,167.000000,167.000000,167.000000,167.000000,42.826962,3319672
1990-03-21,166.000000,166.000000,166.000000,166.000000,42.570515,2915780
1990-03-22,167.000000,167.000000,167.000000,167.000000,42.826962,3421360
1990-03-23,168.500000,168.500000,168.500000,168.500000,43.211613,4101884
1990-03-26,169.000000,169.000000,169.000000,169.000000,43.339867,3860912
1990-03-27,167.750000,167.750000,167.750000,167.750000,43.019291,2931108
1990-03-28,168.500000,168.500000,168.500000,168.500000,43.211613,3382124
1990-03-29,167.000000,167.000000,167.000000,167.000000,42.826962,2765176
1990-03-30,164.250000,164.250000,164.250000,164.250000,42.121712,2434040
1990-04-02,161.750000,161.750000,161.750000,161.750000,41.480595,4303700
1990-04-03,162.250000,162.250000,162.250000,162.250000,41.608826,4875800
1990-04-04,160.750000,160.750000,160.750000,160.750000,41.224133,4090356
1990-04-05,159.250000,159.250000,159.250000,159.250000,40.839470,4648488
1990-04-06,158.500000,158.500000,158.500000,158.500000,40.647141,4193672
1990-04-09,159.250000,159.250000,159.250000,159.250000,40.839470,1498020
1990-04-10,158.500000,158.500000,158.500000,158.500000,40.647141,2133132
1990-04-11,157.250000,157.250000,157.250000,157.250000,40.326572,2289116
1990-04-12,158.500000,158.500000,158.500000,158.500000,40.647141,2510188
1990-04-13,158.500000,158.500000,158.500000,158.500000,40.647141,0
1990-04-16,158.500000,158.500000,158.500000,158.500000,40.647141,0
1990-04-17,159.500000,159.500000,159.500000,159.500000,40.903580,2381832
1990-04-18,158.500000,158.500000,158.500000,158.500000,40.647141,1657380
1990-04-19,157.500000,157.500000,157.500000,157.500000,40.390694,2592040
1990-04-20,158.250000,158.250000,158.250000,158.250000,40.583031,1895392
1990-04-23,157.250000,157.250000,157.250000,157.250000,40.326572,1666668
1990-04-24,158.000000,158.000000,158.000000,158.000000,40.518894,2365180
1990-04-25,156.500000,156.500000,156.500000,156.500000,40.134224,1894432
1990-04-26,155.500000,155.500000,155.500000,155.500000,39.877800,2155992
1990-04-27,153.000000,153.000000,153.000000,153.000000,39.236668,3026928
1990-04-30,152.000000,152.000000,152.000000,152.000000,38.980225,2815172
1990-05-01,152.500000,152.500000,152.500000,152.500000,39.108444,1384716
1990-05-02,154.000000,154.000000,154.000000,154.000000,39.493118,2873544
1990-05-03,156.250000,156.250000,156.250000,156.250000,40.070148,1806912
1990-05-04,160.000000,160.000000,160.000000,160.000000,41.031818,2667180
1990-05-07,160.000000,160.000000,160.000000,160.000000,41.031818,0
1990-05-08,160.000000,160.000000,160.000000,160.000000,41.031818,1902584
1990-05-09,158.000000,158.000000,158.000000,158.000000,40.518894,2909564
1990-05-10,155.000000,155.000000,155.000000,155.000000,39.749561,3009608
1990-05-11,154.250000,154.250000,154.250000,154.250000,39.557243,3541308
1990-05-14,159.500000,159.500000,159.500000,159.500000,40.903580,3369396
1990-05-15,159.000000,159.000000,159.000000,159.000000,40.775360,2769736
1990-05-16,162.000000,162.000000,162.000000,162.000000,41.544735,2535352
1990-05-17,165.000000,165.000000,165.000000,165.000000,42.314034,4998620
1990-05-18,161.000000,161.000000,161.000000,161.000000,41.288261,4035536
1990-05-21,158.250000,158.250000,158.250000,158.250000,40.583031,4201292
1990-05-22,162.500000,162.500000,162.500000,162.500000,41.672935,4435176
1990-05-23,161.500000,161.500000,161.500000,161.500000,41.416477,4770500
1990-05-24,158.000000,158.000000,158.000000,158.000000,40.518894,3593456
1990-05-25,158.500000,158.500000,158.500000,158.500000,40.647141,2757064
1990-05-28,158.500000,158.500000,158.500000,158.500000,40.647141,0
1990-05-29,160.000000,160.000000,160.000000,160.000000,41.031818,2289792
1990-05-30,164.000000,164.000000,164.000000,164.000000,42.057629,2723168
1990-05-31,164.750000,164.750000,164.750000,164.750000,42.249939,3650008
1990-06-01,166.000000,166.000000,166.000000,166.000000,42.570515,4468164
1990-06-04,166.000000,166.000000,166.000000,166.000000,42.570515,2556108
1990-06-05,163.000000,163.000000,163.000000,163.000000,41.801144,2521728
1990-06-06,159.500000,159.500000,159.500000,159.500000,40.903580,2833240
1990-06-07,159.000000,159.000000,159.000000,159.000000,40.775360,3342000
1990-06-08,159.250000,159.250000,159.250000,159.250000,40.839470,3206636
1990-06-11,159.250000,159.250000,159.250000,159.250000,40.839470,2155204
1990-06-12,161.000000,161.000000,161.000000,161.000000,41.288261,3155240
1990-06-13,162.750000,162.750000,162.750000,162.750000,41.737045,3355280
1990-06-14,163.000000,163.000000,163.000000,163.000000,41.801144,3579120
1990-06-15,162.750000,162.750000,162.750000,162.750000,41.737045,2755912
1990-06-18,161.500000,161.500000,161.500000,161.500000,41.416477,2453992
1990-06-19,162.500000,162.500000,162.500000,162.500000,41.672935,3135080
1990-06-20,162.500000,162.500000,162.500000,162.500000,41.672935,2565208
1990-06-21,163.000000,163.000000,163.000000,163.000000,41.801144,3511516
1990-06-22,162.250000,162.250000,162.250000,162.250000,41.608826,2251080
1990-06-25,163.500000,163.500000,163.500000,163.500000,41.929405,2955864
1990-06-26,163.500000,163.500000,163.500000,163.500000,41.929405,2603488
1990-06-27,160.500000,160.500000,160.500000,160.500000,41.160034,2993824
1990-06-28,158.250000,158.250000,158.250000,158.250000,40.583031,2493736
1990-06-29,160.000000,160.000000,160.000000,160.000000,41.031818,4099420
1990-07-02,159.500000,159.500000,159.500000,159.500000,40.903580,2908716
1990-07-03,159.250000,159.250000,159.250000,159.250000,40.839470,2785932
1990-07-04,159.000000,159.000000,159.000000,159.000000,40.775360,2611336
1990-07-05,158.500000,158.500000,158.500000,158.500000,40.647141,2992624
1990-07-06,159.750000,159.750000,159.750000,159.750000,40.967690,4452404
1990-07-09,160.500000,160.500000,160.500000,160.500000,41.160034,2285992
1990-07-10,158.500000,158.500000,158.500000,158.500000,40.647141,2289100
1990-07-11,160.500000,160.500000,160.500000,160.500000,41.160034,2858580
1990-07-12,164.000000,164.000000,164.000000,164.000000,42.057629,4556432
1990-07-13,168.000000,168.000000,168.000000,168.000000,43.083408,6387412
1990-07-16,168.000000,168.000000,168.000000,168.000000,43.083408,3830648
1990-07-17,165.500000,165.500000,165.500000,165.500000,42.442310,3738100
